dataset,source_column,output_column
hrmi,People_at_Risk__jobcond_atrisk_prop31,hrmi__people_at_risk_jobcond_atrisk_prop31
hrmi,People_at_Risk__union_total_atrisk_resp,hrmi__people_at_risk_union_total_atrisk_resp
hrmi,People_at_Risk__union_atrisk_count1,hrmi__people_at_risk_union_atrisk_count1
hrmi,People_at_Risk__union_atrisk_prop1,hrmi__people_at_risk_union_atrisk_prop1
hrmi,People_at_Risk__union_atrisk_count2,hrmi__people_at_risk_union_atrisk_count2
hrmi,People_at_Risk__union_atrisk_prop2,hrmi__people_at_risk_union_atrisk_prop2
hrmi,People_at_Risk__union_atrisk_count3,hrmi__people_at_risk_union_atrisk_count3
hrmi,People_at_Risk__union_atrisk_prop3,hrmi__people_at_risk_union_atrisk_prop3
hrmi,People_at_Risk__union_atrisk_count4,hrmi__people_at_risk_union_atrisk_count4
hrmi,People_at_Risk__union_atrisk_prop4,hrmi__people_at_risk_union_atrisk_prop4
hrmi,People_at_Risk__union_atrisk_count5,hrmi__people_at_risk_union_atrisk_count5
hrmi,People_at_Risk__union_atrisk_prop5,hrmi__people_at_risk_union_atrisk_prop5
hrmi,People_at_Risk__union_atrisk_count6,hrmi__people_at_risk_union_atrisk_count6
hrmi,People_at_Risk__union_atrisk_prop6,hrmi__people_at_risk_union_atrisk_prop6
hrmi,People_at_Risk__union_atrisk_count7,hrmi__people_at_risk_union_atrisk_count7
hrmi,People_at_Risk__union_atrisk_prop7,hrmi__people_at_risk_union_atrisk_prop7
hrmi,People_at_Risk__union_atrisk_count8,hrmi__people_at_risk_union_atrisk_count8
hrmi,People_at_Risk__union_atrisk_prop8,hrmi__people_at_risk_union_atrisk_prop8
hrmi,People_at_Risk__union_atrisk_count9,hrmi__people_at_risk_union_atrisk_count9
hrmi,People_at_Risk__union_atrisk_prop9,hrmi__people_at_risk_union_atrisk_prop9
hrmi,People_at_Risk__union_atrisk_count10,hrmi__people_at_risk_union_atrisk_count10
hrmi,People_at_Risk__union_atrisk_prop10,hrmi__people_at_risk_union_atrisk_prop10
hrmi,People_at_Risk__union_atrisk_count11,hrmi__people_at_risk_union_atrisk_count11
hrmi,People_at_Risk__union_atrisk_prop11,hrmi__people_at_risk_union_atrisk_prop11
hrmi,People_at_Risk__union_atrisk_count12,hrmi__people_at_risk_union_atrisk_count12
hrmi,People_at_Risk__union_atrisk_prop12,hrmi__people_at_risk_union_atrisk_prop12
hrmi,People_at_Risk__union_atrisk_count13,hrmi__people_at_risk_union_atrisk_count13
hrmi,People_at_Risk__union_atrisk_prop13,hrmi__people_at_risk_union_atrisk_prop13
hrmi,People_at_Risk__union_atrisk_count14,hrmi__people_at_risk_union_atrisk_count14
hrmi,People_at_Risk__union_atrisk_prop14,hrmi__people_at_risk_union_atrisk_prop14
hrmi,People_at_Risk__union_atrisk_count15,hrmi__people_at_risk_union_atrisk_count15
hrmi,People_at_Risk__union_atrisk_prop15,hrmi__people_at_risk_union_atrisk_prop15
hrmi,People_at_Risk__union_atrisk_count16,hrmi__people_at_risk_union_atrisk_count16
hrmi,People_at_Risk__union_atrisk_prop16,hrmi__people_at_risk_union_atrisk_prop16
hrmi,People_at_Risk__union_atrisk_count17,hrmi__people_at_risk_union_atrisk_count17
hrmi,People_at_Risk__union_atrisk_prop17,hrmi__people_at_risk_union_atrisk_prop17
hrmi,People_at_Risk__union_atrisk_count18,hrmi__people_at_risk_union_atrisk_count18
hrmi,People_at_Risk__union_atrisk_prop18,hrmi__people_at_risk_union_atrisk_prop18
hrmi,People_at_Risk__union_atrisk_count19,hrmi__people_at_risk_union_atrisk_count19
hrmi,People_at_Risk__union_atrisk_prop19,hrmi__people_at_risk_union_atrisk_prop19
hrmi,People_at_Risk__union_atrisk_count20,hrmi__people_at_risk_union_atrisk_count20
hrmi,People_at_Risk__union_atrisk_prop20,hrmi__people_at_risk_union_atrisk_prop20
hrmi,People_at_Risk__union_atrisk_count21,hrmi__people_at_risk_union_atrisk_count21
hrmi,People_at_Risk__union_atrisk_prop21,hrmi__people_at_risk_union_atrisk_prop21
hrmi,People_at_Risk__union_atrisk_count22,hrmi__people_at_risk_union_atrisk_count22
hrmi,People_at_Risk__union_atrisk_prop22,hrmi__people_at_risk_union_atrisk_prop22
hrmi,People_at_Risk__union_atrisk_count23,hrmi__people_at_risk_union_atrisk_count23
hrmi,People_at_Risk__union_atrisk_prop23,hrmi__people_at_risk_union_atrisk_prop23
hrmi,People_at_Risk__union_atrisk_count24,hrmi__people_at_risk_union_atrisk_count24
hrmi,People_at_Risk__union_atrisk_prop24,hrmi__people_at_risk_union_atrisk_prop24
hrmi,People_at_Risk__union_atrisk_count25,hrmi__people_at_risk_union_atrisk_count25
hrmi,People_at_Risk__union_atrisk_prop25,hrmi__people_at_risk_union_atrisk_prop25
hrmi,People_at_Risk__union_atrisk_count26,hrmi__people_at_risk_union_atrisk_count26
hrmi,People_at_Risk__union_atrisk_prop26,hrmi__people_at_risk_union_atrisk_prop26
hrmi,People_at_Risk__union_atrisk_count27,hrmi__people_at_risk_union_atrisk_count27
hrmi,People_at_Risk__union_atrisk_prop27,hrmi__people_at_risk_union_atrisk_prop27
hrmi,People_at_Risk__union_atrisk_count28,hrmi__people_at_risk_union_atrisk_count28
hrmi,People_at_Risk__union_atrisk_prop28,hrmi__people_at_risk_union_atrisk_prop28
hrmi,People_at_Risk__union_atrisk_count29,hrmi__people_at_risk_union_atrisk_count29
hrmi,People_at_Risk__union_atrisk_prop29,hrmi__people_at_risk_union_atrisk_prop29
hrmi,People_at_Risk__union_atrisk_count30,hrmi__people_at_risk_union_atrisk_count30
hrmi,People_at_Risk__union_atrisk_prop30,hrmi__people_at_risk_union_atrisk_prop30
hrmi,People_at_Risk__union_atrisk_count31,hrmi__people_at_risk_union_atrisk_count31
hrmi,People_at_Risk__union_atrisk_prop31,hrmi__people_at_risk_union_atrisk_prop31
hrmi,ESR_LMY_IncomeAdjusted__Country,hrmi__esr_lmy_incomeadjusted_country
hrmi,ESR_LMY_IncomeAdjusted__High_Income_Country,hrmi__esr_lmy_incomeadjusted_high_income_country
hrmi,ESR_LMY_IncomeAdjusted__LMY_QofL_All_IAScore,hrmi__esr_lmy_incomeadjusted_lmy_qofl_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__LMY_Education_All_IAScore,hrmi__esr_lmy_incomeadjusted_lmy_education_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__LMY_Food_All_IAScore,hrmi__esr_lmy_incomeadjusted_lmy_food_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__LMY_Health_All_IAScore,hrmi__esr_lmy_incomeadjusted_lmy_health_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__LMY_Housing_All_IAScore,hrmi__esr_lmy_incomeadjusted_lmy_housing_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__LMY_Work_All_IAScore,hrmi__esr_lmy_incomeadjusted_lmy_work_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__H_EducQual_All_MRYear,hrmi__esr_lmy_incomeadjusted_h_educqual_all_mryear
hrmi,ESR_LMY_IncomeAdjusted__H_EducQual_All_MRGDP,hrmi__esr_lmy_incomeadjusted_h_educqual_all_mrgdp
hrmi,ESR_LMY_IncomeAdjusted__H_EducQual_All_IAFrontier,hrmi__esr_lmy_incomeadjusted_h_educqual_all_iafrontier
hrmi,ESR_LMY_IncomeAdjusted__H_EducQual_All_MRValue,hrmi__esr_lmy_incomeadjusted_h_educqual_all_mrvalue
hrmi,ESR_LMY_IncomeAdjusted__H_EducQual_All_IAPenalty,hrmi__esr_lmy_incomeadjusted_h_educqual_all_iapenalty
hrmi,ESR_LMY_IncomeAdjusted__H_EducQual_All_IAScore,hrmi__esr_lmy_incomeadjusted_h_educqual_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__TotNetPrimEn_All_MRYear,hrmi__esr_lmy_incomeadjusted_totnetprimen_all_mryear
hrmi,ESR_LMY_IncomeAdjusted__TotNetPrimEn_All_MRGDP,hrmi__esr_lmy_incomeadjusted_totnetprimen_all_mrgdp
hrmi,ESR_LMY_IncomeAdjusted__TotNetPrimEn_All_IAFrontier,hrmi__esr_lmy_incomeadjusted_totnetprimen_all_iafrontier
hrmi,ESR_LMY_IncomeAdjusted__TotNetPrimEn_All_MRValue,hrmi__esr_lmy_incomeadjusted_totnetprimen_all_mrvalue
hrmi,ESR_LMY_IncomeAdjusted__TotNetPrimEn_All_IAPenalty,hrmi__esr_lmy_incomeadjusted_totnetprimen_all_iapenalty
hrmi,ESR_LMY_IncomeAdjusted__TotNetPrimEn_All_IAScore,hrmi__esr_lmy_incomeadjusted_totnetprimen_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__TotNetUpSecEn_All_MRYear,hrmi__esr_lmy_incomeadjusted_totnetupsecen_all_mryear
hrmi,ESR_LMY_IncomeAdjusted__TotNetUpSecEn_All_MRGDP,hrmi__esr_lmy_incomeadjusted_totnetupsecen_all_mrgdp
hrmi,ESR_LMY_IncomeAdjusted__TotNetUpSecEn_All_IAFrontier,hrmi__esr_lmy_incomeadjusted_totnetupsecen_all_iafrontier
hrmi,ESR_LMY_IncomeAdjusted__TotNetUpSecEn_All_MRValue,hrmi__esr_lmy_incomeadjusted_totnetupsecen_all_mrvalue
hrmi,ESR_LMY_IncomeAdjusted__TotNetUpSecEn_All_IAPenalty,hrmi__esr_lmy_incomeadjusted_totnetupsecen_all_iapenalty
hrmi,ESR_LMY_IncomeAdjusted__TotNetUpSecEn_All_IAScore,hrmi__esr_lmy_incomeadjusted_totnetupsecen_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__NotStunted_All_MRYear,hrmi__esr_lmy_incomeadjusted_notstunted_all_mryear
hrmi,ESR_LMY_IncomeAdjusted__NotStunted_All_MRGDP,hrmi__esr_lmy_incomeadjusted_notstunted_all_mrgdp
hrmi,ESR_LMY_IncomeAdjusted__NotStunted_All_IAFrontier,hrmi__esr_lmy_incomeadjusted_notstunted_all_iafrontier
hrmi,ESR_LMY_IncomeAdjusted__NotStunted_All_MRValue,hrmi__esr_lmy_incomeadjusted_notstunted_all_mrvalue
hrmi,ESR_LMY_IncomeAdjusted__NotStunted_All_IAPenalty,hrmi__esr_lmy_incomeadjusted_notstunted_all_iapenalty
hrmi,ESR_LMY_IncomeAdjusted__NotStunted_All_IAScore,hrmi__esr_lmy_incomeadjusted_notstunted_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__AdultSurvival_All_MRYear,hrmi__esr_lmy_incomeadjusted_adultsurvival_all_mryear
hrmi,ESR_LMY_IncomeAdjusted__AdultSurvival_All_MRGDP,hrmi__esr_lmy_incomeadjusted_adultsurvival_all_mrgdp
hrmi,ESR_LMY_IncomeAdjusted__AdultSurvival_All_IAFrontier,hrmi__esr_lmy_incomeadjusted_adultsurvival_all_iafrontier
hrmi,ESR_LMY_IncomeAdjusted__AdultSurvival_All_MRValue,hrmi__esr_lmy_incomeadjusted_adultsurvival_all_mrvalue
hrmi,ESR_LMY_IncomeAdjusted__AdultSurvival_All_IAPenalty,hrmi__esr_lmy_incomeadjusted_adultsurvival_all_iapenalty
hrmi,ESR_LMY_IncomeAdjusted__AdultSurvival_All_IAScore,hrmi__esr_lmy_incomeadjusted_adultsurvival_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__Contraception_MRYear,hrmi__esr_lmy_incomeadjusted_contraception_mryear
hrmi,ESR_LMY_IncomeAdjusted__Contraception_MRGDP,hrmi__esr_lmy_incomeadjusted_contraception_mrgdp
hrmi,ESR_LMY_IncomeAdjusted__Contraception_IAFrontier,hrmi__esr_lmy_incomeadjusted_contraception_iafrontier
hrmi,ESR_LMY_IncomeAdjusted__Contraception_MRValue,hrmi__esr_lmy_incomeadjusted_contraception_mrvalue
hrmi,ESR_LMY_IncomeAdjusted__Contraception_IAPenalty,hrmi__esr_lmy_incomeadjusted_contraception_iapenalty
hrmi,ESR_LMY_IncomeAdjusted__Contraception_IAScore,hrmi__esr_lmy_incomeadjusted_contraception_iascore
hrmi,ESR_LMY_IncomeAdjusted__U5Survival_All_MRYear,hrmi__esr_lmy_incomeadjusted_u5survival_all_mryear
hrmi,ESR_LMY_IncomeAdjusted__U5Survival_All_MRGDP,hrmi__esr_lmy_incomeadjusted_u5survival_all_mrgdp
hrmi,ESR_LMY_IncomeAdjusted__U5Survival_All_IAFrontier,hrmi__esr_lmy_incomeadjusted_u5survival_all_iafrontier
hrmi,ESR_LMY_IncomeAdjusted__U5Survival_All_MRValue,hrmi__esr_lmy_incomeadjusted_u5survival_all_mrvalue
hrmi,ESR_LMY_IncomeAdjusted__U5Survival_All_IAPenalty,hrmi__esr_lmy_incomeadjusted_u5survival_all_iapenalty
hrmi,ESR_LMY_IncomeAdjusted__U5Survival_All_IAScore,hrmi__esr_lmy_incomeadjusted_u5survival_all_iascore
hrmi,ESR_LMY_IncomeAdjusted__BasicSanitation_MRYear,hrmi__esr_lmy_incomeadjusted_basicsanitation_mryear
hrmi,ESR_LMY_IncomeAdjusted__BasicSanitation_MRGDP,hrmi__esr_lmy_incomeadjusted_basicsanitation_mrgdp
hrmi,ESR_LMY_IncomeAdjusted__BasicSanitation_IAFrontier,hrmi__esr_lmy_incomeadjusted_basicsanitation_iafrontier
hrmi,ESR_LMY_IncomeAdjusted__BasicSanitation_MRValue,hrmi__esr_lmy_incomeadjusted_basicsanitation_mrvalue
hrmi,ESR_LMY_IncomeAdjusted__BasicSanitation_IAPenalty,hrmi__esr_lmy_incomeadjusted_basicsanitation_iapenalty
hrmi,ESR_LMY_IncomeAdjusted__BasicSanitation_IAScore,hrmi__esr_lmy_incomeadjusted_basicsanitation_iascore
hrmi,ESR_LMY_IncomeAdjusted__WaterInHome_MRYear,hrmi__esr_lmy_incomeadjusted_waterinhome_mryear
hrmi,ESR_LMY_IncomeAdjusted__WaterInHome_MRGDP,hrmi__esr_lmy_incomeadjusted_waterinhome_mrgdp
hrmi,ESR_LMY_IncomeAdjusted__WaterInHome_IAFrontier,hrmi__esr_lmy_incomeadjusted_waterinhome_iafrontier
hrmi,ESR_LMY_IncomeAdjusted__WaterInHome_MRValue,hrmi__esr_lmy_incomeadjusted_waterinhome_mrvalue
hrmi,ESR_LMY_IncomeAdjusted__WaterInHome_IAPenalty,hrmi__esr_lmy_incomeadjusted_waterinhome_iapenalty
hrmi,ESR_LMY_IncomeAdjusted__WaterInHome_IAScore,hrmi__esr_lmy_incomeadjusted_waterinhome_iascore
hrmi,ESR_LMY_IncomeAdjusted__NotAbsPoor_MRYear,hrmi__esr_lmy_incomeadjusted_notabspoor_mryear
hrmi,ESR_LMY_IncomeAdjusted__NotAbsPoor_MRGDP,hrmi__esr_lmy_incomeadjusted_notabspoor_mrgdp
hrmi,ESR_LMY_IncomeAdjusted__NotAbsPoor_IAFrontier,hrmi__esr_lmy_incomeadjusted_notabspoor_iafrontier
hrmi,ESR_LMY_IncomeAdjusted__NotAbsPoor_MRValue,hrmi__esr_lmy_incomeadjusted_notabspoor_mrvalue
hrmi,ESR_LMY_IncomeAdjusted__NotAbsPoor_IAPenalty,hrmi__esr_lmy_incomeadjusted_notabspoor_iapenalty
hrmi,ESR_LMY_IncomeAdjusted__NotAbsPoor_IAScore,hrmi__esr_lmy_incomeadjusted_notabspoor_iascore
hrmi,ESR_HiY_IncomeAdjusted__Country,hrmi__esr_hiy_incomeadjusted_country
hrmi,ESR_HiY_IncomeAdjusted__High_Income_Country,hrmi__esr_hiy_incomeadjusted_high_income_country
hrmi,ESR_HiY_IncomeAdjusted__HiY_QofL_All_IAScore,hrmi__esr_hiy_incomeadjusted_hiy_qofl_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__HiY_Education_All_IAScore,hrmi__esr_hiy_incomeadjusted_hiy_education_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__HiY_Food_All_IAScore,hrmi__esr_hiy_incomeadjusted_hiy_food_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__HiY_Health_All_IAScore,hrmi__esr_hiy_incomeadjusted_hiy_health_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__HiY_Housing_All_IAScore,hrmi__esr_hiy_incomeadjusted_hiy_housing_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__HiY_Work_All_IAScore,hrmi__esr_hiy_incomeadjusted_hiy_work_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__PISAmath_All_MRYear,hrmi__esr_hiy_incomeadjusted_pisamath_all_mryear
hrmi,ESR_HiY_IncomeAdjusted__PISAmath_All_MRGDP,hrmi__esr_hiy_incomeadjusted_pisamath_all_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__PISAmath_All_IAFrontier,hrmi__esr_hiy_incomeadjusted_pisamath_all_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__PISAmath_All_MRValue,hrmi__esr_hiy_incomeadjusted_pisamath_all_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__PISAmath_All_IAPenalty,hrmi__esr_hiy_incomeadjusted_pisamath_all_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__PISAmath_All_IAScore,hrmi__esr_hiy_incomeadjusted_pisamath_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__PISAreading_All_MRYear,hrmi__esr_hiy_incomeadjusted_pisareading_all_mryear
hrmi,ESR_HiY_IncomeAdjusted__PISAreading_All_MRGDP,hrmi__esr_hiy_incomeadjusted_pisareading_all_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__PISAreading_All_IAFrontier,hrmi__esr_hiy_incomeadjusted_pisareading_all_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__PISAreading_All_MRValue,hrmi__esr_hiy_incomeadjusted_pisareading_all_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__PISAreading_All_IAPenalty,hrmi__esr_hiy_incomeadjusted_pisareading_all_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__PISAreading_All_IAScore,hrmi__esr_hiy_incomeadjusted_pisareading_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__PISAscience_All_MRYear,hrmi__esr_hiy_incomeadjusted_pisascience_all_mryear
hrmi,ESR_HiY_IncomeAdjusted__PISAscience_All_MRGDP,hrmi__esr_hiy_incomeadjusted_pisascience_all_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__PISAscience_All_IAFrontier,hrmi__esr_hiy_incomeadjusted_pisascience_all_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__PISAscience_All_MRValue,hrmi__esr_hiy_incomeadjusted_pisascience_all_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__PISAscience_All_IAPenalty,hrmi__esr_hiy_incomeadjusted_pisascience_all_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__PISAscience_All_IAScore,hrmi__esr_hiy_incomeadjusted_pisascience_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__HiY_PISAAverage_All_IAScore,hrmi__esr_hiy_incomeadjusted_hiy_pisaaverage_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__TotNetUpSecEn_All_MRYear,hrmi__esr_hiy_incomeadjusted_totnetupsecen_all_mryear
hrmi,ESR_HiY_IncomeAdjusted__TotNetUpSecEn_All_MRGDP,hrmi__esr_hiy_incomeadjusted_totnetupsecen_all_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__TotNetUpSecEn_All_IAFrontier,hrmi__esr_hiy_incomeadjusted_totnetupsecen_all_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__TotNetUpSecEn_All_MRValue,hrmi__esr_hiy_incomeadjusted_totnetupsecen_all_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__TotNetUpSecEn_All_IAPenalty,hrmi__esr_hiy_incomeadjusted_totnetupsecen_all_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__TotNetUpSecEn_All_IAScore,hrmi__esr_hiy_incomeadjusted_totnetupsecen_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__FoodSecure_All_MRYear,hrmi__esr_hiy_incomeadjusted_foodsecure_all_mryear
hrmi,ESR_HiY_IncomeAdjusted__FoodSecure_All_MRGDP,hrmi__esr_hiy_incomeadjusted_foodsecure_all_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__FoodSecure_All_IAFrontier,hrmi__esr_hiy_incomeadjusted_foodsecure_all_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__FoodSecure_All_MRValue,hrmi__esr_hiy_incomeadjusted_foodsecure_all_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__FoodSecure_All_IAPenalty,hrmi__esr_hiy_incomeadjusted_foodsecure_all_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__FoodSecure_All_IAScore,hrmi__esr_hiy_incomeadjusted_foodsecure_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__NotLowBirWt_MRYear,hrmi__esr_hiy_incomeadjusted_notlowbirwt_mryear
hrmi,ESR_HiY_IncomeAdjusted__NotLowBirWt_MRGDP,hrmi__esr_hiy_incomeadjusted_notlowbirwt_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__NotLowBirWt_IAFrontier,hrmi__esr_hiy_incomeadjusted_notlowbirwt_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__NotLowBirWt_MRValue,hrmi__esr_hiy_incomeadjusted_notlowbirwt_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__NotLowBirWt_IAPenalty,hrmi__esr_hiy_incomeadjusted_notlowbirwt_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__NotLowBirWt_IAScore,hrmi__esr_hiy_incomeadjusted_notlowbirwt_iascore
hrmi,ESR_HiY_IncomeAdjusted__SeniorSurvival_All_MRYear,hrmi__esr_hiy_incomeadjusted_seniorsurvival_all_mryear
hrmi,ESR_HiY_IncomeAdjusted__SeniorSurvival_All_MRGDP,hrmi__esr_hiy_incomeadjusted_seniorsurvival_all_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__SeniorSurvival_All_IAFrontier,hrmi__esr_hiy_incomeadjusted_seniorsurvival_all_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__SeniorSurvival_All_MRValue,hrmi__esr_hiy_incomeadjusted_seniorsurvival_all_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__SeniorSurvival_All_IAPenalty,hrmi__esr_hiy_incomeadjusted_seniorsurvival_all_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__SeniorSurvival_All_IAScore,hrmi__esr_hiy_incomeadjusted_seniorsurvival_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__U5Survival_All_MRYear,hrmi__esr_hiy_incomeadjusted_u5survival_all_mryear
hrmi,ESR_HiY_IncomeAdjusted__U5Survival_All_MRGDP,hrmi__esr_hiy_incomeadjusted_u5survival_all_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__U5Survival_All_IAFrontier,hrmi__esr_hiy_incomeadjusted_u5survival_all_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__U5Survival_All_MRValue,hrmi__esr_hiy_incomeadjusted_u5survival_all_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__U5Survival_All_IAPenalty,hrmi__esr_hiy_incomeadjusted_u5survival_all_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__U5Survival_All_IAScore,hrmi__esr_hiy_incomeadjusted_u5survival_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__AffordHouse_MRYear,hrmi__esr_hiy_incomeadjusted_affordhouse_mryear
hrmi,ESR_HiY_IncomeAdjusted__AffordHouse_MRGDP,hrmi__esr_hiy_incomeadjusted_affordhouse_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__AffordHouse_IAFrontier,hrmi__esr_hiy_incomeadjusted_affordhouse_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__AffordHouse_MRValue,hrmi__esr_hiy_incomeadjusted_affordhouse_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__AffordHouse_IAPenalty,hrmi__esr_hiy_incomeadjusted_affordhouse_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__AffordHouse_IAScore,hrmi__esr_hiy_incomeadjusted_affordhouse_iascore
hrmi,ESR_HiY_IncomeAdjusted__SafeSanitation_MRYear,hrmi__esr_hiy_incomeadjusted_safesanitation_mryear
hrmi,ESR_HiY_IncomeAdjusted__SafeSanitation_MRGDP,hrmi__esr_hiy_incomeadjusted_safesanitation_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__SafeSanitation_IAFrontier,hrmi__esr_hiy_incomeadjusted_safesanitation_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__SafeSanitation_MRValue,hrmi__esr_hiy_incomeadjusted_safesanitation_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__SafeSanitation_IAPenalty,hrmi__esr_hiy_incomeadjusted_safesanitation_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__SafeSanitation_IAScore,hrmi__esr_hiy_incomeadjusted_safesanitation_iascore
hrmi,ESR_HiY_IncomeAdjusted__NotLTUnemploy_All_MRYear,hrmi__esr_hiy_incomeadjusted_notltunemploy_all_mryear
hrmi,ESR_HiY_IncomeAdjusted__NotLTUnemploy_All_MRGDP,hrmi__esr_hiy_incomeadjusted_notltunemploy_all_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__NotLTUnemploy_All_IAFrontier,hrmi__esr_hiy_incomeadjusted_notltunemploy_all_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__NotLTUnemploy_All_MRValue,hrmi__esr_hiy_incomeadjusted_notltunemploy_all_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__NotLTUnemploy_All_IAPenalty,hrmi__esr_hiy_incomeadjusted_notltunemploy_all_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__NotLTUnemploy_All_IAScore,hrmi__esr_hiy_incomeadjusted_notltunemploy_all_iascore
hrmi,ESR_HiY_IncomeAdjusted__NotRelPoor_MRYear,hrmi__esr_hiy_incomeadjusted_notrelpoor_mryear
hrmi,ESR_HiY_IncomeAdjusted__NotRelPoor_MRGDP,hrmi__esr_hiy_incomeadjusted_notrelpoor_mrgdp
hrmi,ESR_HiY_IncomeAdjusted__NotRelPoor_IAFrontier,hrmi__esr_hiy_incomeadjusted_notrelpoor_iafrontier
hrmi,ESR_HiY_IncomeAdjusted__NotRelPoor_MRValue,hrmi__esr_hiy_incomeadjusted_notrelpoor_mrvalue
hrmi,ESR_HiY_IncomeAdjusted__NotRelPoor_IAPenalty,hrmi__esr_hiy_incomeadjusted_notrelpoor_iapenalty
hrmi,ESR_HiY_IncomeAdjusted__NotRelPoor_IAScore,hrmi__esr_hiy_incomeadjusted_notrelpoor_iascore
hrmi,ESR_LMY_GlobalBest__Country,hrmi__esr_lmy_globalbest_country
hrmi,ESR_LMY_GlobalBest__High_Income_Country,hrmi__esr_lmy_globalbest_high_income_country
hrmi,ESR_LMY_GlobalBest__LMY_QofL_All_GBScore,hrmi__esr_lmy_globalbest_lmy_qofl_all_gbscore
hrmi,ESR_LMY_GlobalBest__LMY_Education_All_GBScore,hrmi__esr_lmy_globalbest_lmy_education_all_gbscore
hrmi,ESR_LMY_GlobalBest__LMY_Food_All_GBScore,hrmi__esr_lmy_globalbest_lmy_food_all_gbscore
hrmi,ESR_LMY_GlobalBest__LMY_Health_All_GBScore,hrmi__esr_lmy_globalbest_lmy_health_all_gbscore
hrmi,ESR_LMY_GlobalBest__LMY_Housing_All_GBScore,hrmi__esr_lmy_globalbest_lmy_housing_all_gbscore
hrmi,ESR_LMY_GlobalBest__LMY_Work_All_GBScore,hrmi__esr_lmy_globalbest_lmy_work_all_gbscore
hrmi,ESR_LMY_GlobalBest__H_EducQual_All_MRYear,hrmi__esr_lmy_globalbest_h_educqual_all_mryear
